Sr_No,Date,Startup_Name,Industry_Vertical,City,Investors_Name,InvestmentnType,Amount_in_USD
280,20/08/2018,RawPressery,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,4800000.0
281,22/08/2018,Pi Ventures,Technology,Bangalore,CDC Group plc,Private Equity,6000000.0
282,22/08/2018,Revv,Consumer Internet,Gurgaon,Hyundai,Private Equity,14270000.0
283,22/08/2018,Revv,Consumer Internet,Gurgaon,Edelweiss  Beenext,Private Equity,14270000.0
284,22/08/2018,Revv,Consumer Internet,Gurgaon,Dream Incubator,Private Equity,14270000.0
285,22/08/2018,Revv,Consumer Internet,Gurgaon,Sunjay Kapoor  Telama Investment,Private Equity,14270000.0
286,26/08/2018,ZestMoney,Consumer Internet,Bangalore,Xiaomi,Private Equity,13400000.0
287,26/08/2018,ZestMoney,Consumer Internet,Bangalore,PayU,Private Equity,13400000.0
288,26/08/2018,ZestMoney,Consumer Internet,Bangalore,Ribbit Capital  Omidyar Network,Private Equity,13400000.0
289,26/08/2018,Shubh Loans,Fin-Tech,Bangalore,Saama Capital,Private Equity,4200000.0
290,26/08/2018,Shubh Loans,Fin-Tech,Bangalore,SRI Capital,Private Equity,4200000.0
291,26/08/2018,Shubh Loans,Fin-Tech,Bangalore,Beenext,Private Equity,4200000.0
292,26/08/2018,Shubh Loans,Fin-Tech,Bangalore,Pravega Ventures,Private Equity,4200000.0
293,27/08/2018,MyUpchar,Healthcare,Delhi,Nexus Venture Partners,Private Equity,5000000.0
294,27/08/2018,MyUpchar,Healthcare,Delhi,Omidyar Network  Shunwei Capital,Private Equity,5000000.0
295,28/08/2018,Narvar,IT,Bangalore,Accel (formerly known as Accel Partners),Private Equity,3000000.0
296,01/07/2018,Leena AI,Technology,Gurgaon,Y Combinator,Seed/ Angel Funding,0.0
297,02/07/2018,Biryani By Kilo,Consumer Internet,Gurgaon,Ajay Relan  Vinay Mittal,Seed/ Angel Funding,1000000.0
298,04/07/2018,Anchanto,IT,Pune,MDI Ventures & Telkom Indonesia,Private Equity,4000000.0
299,05/072018,Loan Tap,Consumer Internet,Mumbai,Shunwei Capital,Private Equity,6250000.0
300,05/072018,Loan Tap,Consumer Internet,Mumbai,Tuscan Ventures,Private Equity,6250000.0
301,05/072018,Loan Tap,Consumer Internet,Mumbai,Ashish Goenka,Private Equity,6250000.0
302,05/072018,Loan Tap,Consumer Internet,Mumbai,VC firms India Quotient  Kae Capital,Private Equity,6250000.0
303,06/07/2018,PolicyBazaar,Consumer Internet,Gurgaon,Info Edge (India) Ltd  Temasek,Private Equity,27700000.0
304,09/07/2018,zippserv,Consumer Internet,Bangalore,Info Edge (India) Ltd,Seed/ Angel Funding,440000.0
305,09/07/2018,Groww,Consumer Internet,Bangalore,Insignia Ventures Partners,Seed/ Angel Funding,1100000.0
306,09/07/2018,Groww,Consumer Internet,Bangalore,Lightbridge Partners & Kairos,Seed/ Angel Funding,1100000.0
307,10/07/2018,Avenue Growth,Consumer Internet,Gurgaon,Avtar Monga,Seed/ Angel Funding,437000.0
308,10/07/2018,Avenue Growth,Consumer Internet,Gurgaon,chief operating office at IDFC Bank,Seed/ Angel Funding,437000.0
309,10/07/2018,Avenue Growth,Consumer Internet,Gurgaon,Aditya Malik & Others,Seed/ Angel Funding,437000.0
310,10/07/2018,iNICU,Healthcare,Delhi,Venture Catalysts,Seed/ Angel Funding,0.0
311,10/07/2018,Kinara Capital,Finance,Bangalore,ResponsAbility,Private Equity,5000000.0
312,10/07/2018,Shop 101,Consumer Internet,Mumbai,Stellaris Venture Partners,Private Equity,5000000.0
313,10/07/2018,Shop 101,Consumer Internet,Mumbai,Vy Capital,Private Equity,5000000.0
314,10/07/2018,Shop 101,Consumer Internet,Mumbai,Raghunandan G,Private Equity,5000000.0
315,10/07/2018,Shop 101,Consumer Internet,Mumbai,Ramakant Sharma,Private Equity,5000000.0
316,11/07/2018,Sambandh,Consumer Internet,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500000.0
317,12/07/2018,19th mile,IT,Gurgaon,Rishi Vasudev,Seed/ Angel Funding,180000.0
318,12/07/2018,19th mile,IT,Gurgaon,Excelsior Investments,Seed/ Angel Funding,180000.0
319,12/07/2018,19th mile,IT,Gurgaon,Ritesh Vohra,Seed/ Angel Funding,180000.0
320,12/07/2018,19th mile,IT,Gurgaon,Praveer Kumar,Seed/ Angel Funding,180000.0
321,12/07/2018,19th mile,IT,Gurgaon,Prashant Gupta  Others,Seed/ Angel Funding,180000.0
322,12/07/2018,5th Vital,Healthcare,Bangalore,Brand Capital  Others,Seed/ Angel Funding,500000.0
323,13/07/2018,MEngage,Healthcare,Jaipur,Siddharth Agarwal,Seed/ Angel Funding,175000.0
324,13/07/2018,MEngage,Healthcare,Jaipur,Mahavir Sharma,Seed/ Angel Funding,175000.0
325,13/07/2018,MEngage,Healthcare,Jaipur,Amit Singal,Seed/ Angel Funding,175000.0
326,13/07/2018,MEngage,Healthcare,Jaipur,100 Co-founders Lab  others.,Seed/ Angel Funding,175000.0
327,17/07/2018,Ofbusiness,Finance,Gurgaon,Creation Investments,Private Equity,29000000.0
328,17/07/2018,Ofbusiness,Finance,Gurgaon,Falcon Edge,Private Equity,29000000.0
329,17/07/2018,Ofbusiness,Finance,Gurgaon,Matrix Partners India  Zodius Capital,Private Equity,29000000.0
330,17/07/2018,Cars24,Consumer Internet,Gurgaon,Kingsway FCI Fund,Private Equity,49700000.0
331,17/07/2018,Cars24,Consumer Internet,Gurgaon,KCK Global & Others,Private Equity,49700000.0
332,18/07/2018,The Ken,Consumer Internet,Bangalore,Omidyar Network & Others,Seed/ Angel Funding,1500000.0
333,19/07/2018,Book My Show,Consumer Internet,Mumbai,TPG Growth,Private Equity,100000000.0
334,19/07/2018,Book My Show,Consumer Internet,Mumbai,The Rise Fund & Others,Private Equity,100000000.0
335,21/07/2018,PaySense,Consumer Internet,Mumbai,PayU & Others,Private Equity,18000000.0
336,23/07/2018,VTION,Technology,Gurgaon,AngelList,Seed/ Angel Funding,280000.0
337,23/07/2018,VTION,Technology,Gurgaon,Rahul Khanna,Seed/ Angel Funding,280000.0
338,23/07/2018,VTION,Technology,Gurgaon,Rajeev Arora  Ram Ramsundar.,Seed/ Angel Funding,280000.0
339,23/07/2018,Log9 Materials,Technology,Bangalore,Metaform Ventures,Seed/ Angel Funding,436000.0
340,23/07/2018,Log9 Materials,Technology,Bangalore,Hemant Luthra,Seed/ Angel Funding,436000.0
341,23/07/2018,Log9 Materials,Technology,Bangalore,Micro venture capital firm GEMS Partners  Others,Seed/ Angel Funding,436000.0
342,24/07/2018,kidovators,Ed-Tech,Bangalore,Gray Matters,Seed/ Angel Funding,180000.0
343,24/07/2018,Digit,Consumer Internet,Pune,Fairfax,Private Equity,45000000.0
344,25/07/2018,Black Soil,Finance,Mumbai,Allcargo Logistics,Private Equity,17000000.0
345,25/07/2018,Black Soil,Finance,Mumbai,Navneet Education  Mahavir Agency,Private Equity,17000000.0
346,25/07/2018,Trell,Consumer Internet,Bangalore,BeeNext,Seed/ Angel Funding,1250000.0
347,25/07/2018,Trell,Consumer Internet,Bangalore,WEH Ventures  Sprout Ventures,Seed/ Angel Funding,1250000.0
348,25/07/2018,iqlect,Technology,Bangalore,Ventureast  Exfinity,Seed/ Angel Funding,2500000.0
349,26/07/2018,Entropik,IT,Bangalore,Bharat Innovation,Seed/ Angel Funding,1100000.0
350,26/07/2018,Entropik,IT,Bangalore,IDFC-Parampara Capital,Seed/ Angel Funding,1100000.0
351,26/07/2018,Entropik,IT,Bangalore,Arthavida Ventures,Seed/ Angel Funding,1100000.0
352,26/07/2018,Entropik,IT,Bangalore,Jitendra Gupta & Others,Seed/ Angel Funding,1100000.0
353,26/07/2018,Bitla Software,Technology,Bangalore,MakeMyTrip,Private Equity,0.0
354,26/07/2018,TheCapitalNet,Fin-Tech,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000.0
355,30/07/2018,Shuttl,Consumer Internet,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000.0
356,30/07/2018,Cure Fit,Consumer Internet,Bangalore,IDG Ventures,Private Equity,120000000.0
357,30/07/2018,Cure Fit,Consumer Internet,Bangalore,Accel Partners,Private Equity,120000000.0
358,30/07/2018,Cure Fit,Consumer Internet,Bangalore,Kalaari Capital  Others,Private Equity,120000000.0
359,31/07/2018,Five Star Group,Fin-Tech,Chennai,TPG,Private Equity,100000000.0
360,31/07/2018,Five Star Group,Fin-Tech,Chennai,Norwest Venture Partners,Private Equity,100000000.0
361,31/07/2018,Five Star Group,Fin-Tech,Chennai,Sequoia Capital & Matrix Partners,Private Equity,100000000.0
362,31/07/2018,Healthsignz,Healthcare,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000.0
363,01/06/2018,CoinTribe,Finance,Gurgaon,Sabre Partners,Private Equity,10000000.0
364,01/06/2018,CoinTribe,Finance,Gurgaon,Puneet Dalmia & Others,Private Equity,10000000.0
365,04/06/2018,Digiconectt,Technology,Bangalore,Aspire Logistics LLC,Seed/ Angel Funding,125000.0
366,04/06/2018,Kashmir Box,E-Commerce,Srinagar,Bhairavi Jani,Seed/ Angel Funding,0.0
367,04/06/2018,Kashmir Box,E-Commerce,Srinagar,Alok Divatia,Seed/ Angel Funding,0.0
368,04/06/2018,Kashmir Box,E-Commerce,Srinagar,Namrata Kaul,Seed/ Angel Funding,0.0
369,04/06/2018,Kashmir Box,E-Commerce,Srinagar,Sohail Hashemi,Seed/ Angel Funding,0.0
370,04/06/2018,Kashmir Box,E-Commerce,Srinagar,Aijaz Saleem,Seed/ Angel Funding,0.0
371,05/06/2018,Crowdera,Finance,Nagpur,Anil Advani,Seed/ Angel Funding,0.0
372,05/06/2018,Crowdera,Finance,Nagpur,Pramod Jain,Seed/ Angel Funding,0.0
373,05/06/2018,Crowdera,Finance,Nagpur,Amrendra Reddy  Manish Satnaliwala.,Seed/ Angel Funding,0.0
374,05/06/2018,Zoctr,Healthcare,Mumbai,NB Ventures  Others,Seed/ Angel Funding,0.0
375,07/06/2018,Annapurna Finance,Finance,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000.0
376,07/06/2018,Meesho,Consumer Internet,Bangalore,Sequoia Capital India,Private Equity,11500000.0
377,07/06/2018,Meesho,Consumer Internet,Bangalore,SAIF Partners,Private Equity,11500000.0
378,07/06/2018,Meesho,Consumer Internet,Bangalore,Y Combinator  Venture Highway,Private Equity,11500000.0
379,10/06/2018,AyeFinance,Finance,Gurgaon,CapitalG,Private Equity,21500000.0
380,10/06/2018,AyeFinance,Finance,Gurgaon,SAIF Partners  LGT Impact Ventures,Private Equity,21500000.0
381,11/06/2018,Theranosis,Healthcare,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0
382,12/06/2018,Alpha Capital,Finance,Mumbai,Alpha Capital,Private Equity,14800000.0
383,12/06/2018,eshakti,E-Commerce,Chennai,Paragon Partners,Private Equity,10100000.0
384,12/06/2018,Daily Ninja,Consumer Internet,Bangalore,Saama Capital  Sequoia Capital,Seed/ Angel Funding,3000000.0
385,13/06/2018,NirogStreet,Healthcare,Gurgaon,Spiral Ventures,Seed/ Angel Funding,300000.0
386,13/06/2018,NirogStreet,Healthcare,Gurgaon,Subho Ray  Samir Kumar,Seed/ Angel Funding,300000.0
387,13/06/2018,Nivesh,Finance,Noida,LetsVenture,Seed/ Angel Funding,450000.0
388,13/06/2018,Nivesh,Finance,Noida,Rajan Anandan,Seed/ Angel Funding,450000.0
389,13/06/2018,Nivesh,Finance,Noida,Basab Pradhan,Seed/ Angel Funding,450000.0
390,13/06/2018,Nivesh,Finance,Noida,Vivek Khare  Bijoy George,Seed/ Angel Funding,450000.0
391,13/06/2018,Whats Up Life,Consumer Internet,Gurgaon,Rannvijay Singha,Seed/ Angel Funding,0.0
392,14/06/2018,HomeLane,Consumer Internet,Bangalore,Brand Capital,Seed/ Angel Funding,3450000.0
393,14/06/2018,Network Intelligence,Technology,Mumbai,Helix Investments,Private Equity,4800000.0
394,18/06/2018,Tynor Othontics,Healthcare,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000.0
395,18/06/2018,Elucidata,IT,Delhi & Cambridge,Hyperplane Venture Capital  several angel investors,Seed/ Angel Funding,1700000.0
396,19/06/2018,Chrysalis,Ed-Tech,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0
397,19/06/2018,RentSher,Consumer Internet,Bangalore,Shorooq Investments,Seed/ Angel Funding,1100000.0
398,19/06/2018,RentSher,Consumer Internet,Bangalore,LetsVenture & Others,Seed/ Angel Funding,1100000.0
399,20/06/2018,Drip capital,Finance,Mumbai,Accel Partners,Private Equity,15000000.0
400,20/06/2018,Drip capital,Finance,Mumbai,Sequoia India,Private Equity,15000000.0
401,20/06/2018,Drip capital,Finance,Mumbai,Y Combinator  others.,Private Equity,15000000.0
402,22/06/2018,WickedRide,Consumer Internet,Bangalore,Sequoia Capital,Private Equity,9100000.0
403,22/06/2018,WickedRide,Consumer Internet,Bangalore,Accel Partners & Raghunandan Gangappa,Private Equity,9100000.0
404,25/06/2018,PolicyBazaar,Consumer Internet,Gurgaon,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000.0
405,25/06/2018,HipBar,Consumer Internet,Bangalore,Diageo India,Private Equity,4000000.0
406,25/06/2018,Sqqrl,Finance,Gurgaon,Equanimity Venture Fund,Seed/ Angel Funding,1000000.0
407,26/06/2018,Paytm,Technology,Noida,One 97 Communications,Private Equity,8950000.0
408,26/06/2018,Sigtuple,Healthcare,Bangalore,Accel Partners,Private Equity,19000000.0
409,26/06/2018,Sigtuple,Healthcare,Bangalore,IDG Venture,Private Equity,19000000.0
410,26/06/2018,Sigtuple,Healthcare,Bangalore,Endiya Partners,Private Equity,19000000.0
411,26/06/2018,Sigtuple,Healthcare,Bangalore,pi Ventures,Private Equity,19000000.0
412,26/06/2018,Sigtuple,Healthcare,Bangalore,VH Capital,Private Equity,19000000.0
413,26/06/2018,Sigtuple,Healthcare,Bangalore,Axilor Ventures  Binny Bansal,Private Equity,19000000.0
414,27/06/2018,Wow Express,Technology,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000.0
415,28/06/2018,Front Desk AI,Technology,Bangalore,Speciale Invest & Others,Seed/ Angel Funding,1100000.0
416,28/06/2018,Edureka,Ed-Tech,Bangalore,Leo Capital,Seed/ Angel Funding,2000000.0
417,29/06/2018,Numeroseven,Technology,Kolkata,Shiva Gunapu & Others,Seed/ Angel Funding,0.0
418,02/05/2018,OpenTap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,450000.0
419,02/05/2018,Bizongo,Consumer Internet,Mumbai,B Capital,Private Equity,22000000.0
420,02/05/2018,Bizongo,Consumer Internet,Mumbai,International Finance Corporation (IFC),Private Equity,22000000.0
421,02/05/2018,Bizongo,Consumer Internet,Mumbai,Accel Partners  IDG Ventures,Private Equity,22000000.0
422,03/05/2018,Disprz,IT,Chennai,IL&FS Private Equity,Seed / Angel Funding,2500000.0
423,03/05/2018,Disprz,IT,Chennai,Kae Capital & Others,Seed / Angel Funding,2500000.0
424,09/05/2018,i3sysytems,Technology,Mumbai,Unitus Ventures,Seed / Angel Funding,1000000.0
425,09/05/2018,i3sysytems,Technology,Mumbai,Behram Vakil  Jerxis Vandrevala,Seed / Angel Funding,1000000.0
426,11/05/2018,Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,949000.0
427,14/05/2018,Nykaa,Consumer Internet,Mumbai,Sunil Munjal,Private Equity,24000000.0
428,14/05/2018,Nykaa,Consumer Internet,Mumbai,Harsh Mariwala,Private Equity,24000000.0
429,14/05/2018,Nykaa,Consumer Internet,Mumbai,Dalip Pathak  Others,Private Equity,24000000.0
430,16/05/2018,mfine,Healthcare,Bangalore,Prime Venture Partners,Private Equity,4200000.0
431,16/05/2018,mfine,Healthcare,Bangalore,Stellaris Venture Partners  Mayur Abhaya Srisrimal,Private Equity,4200000.0
432,21/05/2018,Rocketium,Technology,Bangalore,Blume ventures,Seed/ Angel Funding,300000.0
433,21/05/2018,MilkBasket,Technology,Gurgaon,Kalaari Capital,Private Equity,7000000.0
434,21/05/2018,MilkBasket,Technology,Gurgaon,Unilever Ventures  Blume Ventures,Private Equity,7000000.0
435,22/05/2018,Vola,Finance,Bangalore,Credika  unnamed angel investors,Seed/ Angel Funding,500000.0
436,22/05/2018,Cashkumar,Consumer Internet,Bangalore,LetsVenture,Seed/ Angel Funding,735000.0
437,23/05/2018,Edyoo,E-Commerce,Bangalore,RS Shanbag,Seed/ Angel Funding,735000.0
438,23/05/2018,Aashiyaan,Finance,Kolkata,Insistor,Seed/ Angel Funding,2000000.0
439,23/05/2018,Aashiyaan,Finance,Kolkata,Oikocredit,Seed/ Angel Funding,2000000.0
440,24/05/2018,Smartivity,Ed-tech,Delhi,Ashish Kacholi,Seed/ Angel Funding,2000000.0
441,24/05/2018,Smartivity,Ed-tech,Delhi,S Chand Group,Seed/ Angel Funding,2000000.0
442,24/05/2018,Bonphulapl,Clean-tech,Delhi,Atul Gupta  Saurabh Rastogi,Seed/ Angel Funding,293000.0
443,27/05/2018,Acko,Consumer Internet,Mumbai,Amazon,Seed/ Angel Funding,12000000.0
444,27/05/2018,Acko,Consumer Internet,Mumbai,Ashish Dhawan,Seed/ Angel Funding,12000000.0
445,27/05/2018,Acko,Consumer Internet,Mumbai,Catamaran Ventures,Seed/ Angel Funding,12000000.0
446,27/05/2018,Acko,Consumer Internet,Mumbai,NR Narayana Murthy.,Seed/ Angel Funding,12000000.0
447,28/05/2018,HWell24,Healthcare,Mumbai,Prashant Mehta,Seed/ Angel Funding,200000.0
448,28/05/2018,HWell24,Healthcare,Mumbai,Mitali Pawar,Seed/ Angel Funding,200000.0
449,28/05/2018,HWell24,Healthcare,Mumbai,Nikhil G  Bhavesh P,Seed/ Angel Funding,200000.0
450,28/05/2018,HWell24,Healthcare,Mumbai,R Ranganathan,Seed/ Angel Funding,200000.0
451,28/05/2018,HWell24,Healthcare,Mumbai,ONCOTRUST  Medintel Services Pvt. Ltd,Seed/ Angel Funding,200000.0
452,29/05/2018,Toffee,Consumer Internet,Gurgaon,Kalaari Capital,Seed/ Angel Funding,1500000.0
453,29/05/2018,Toffee,Consumer Internet,Gurgaon,Omidyar Network  Accion Venture Labs,Seed/ Angel Funding,1500000.0
454,29/05/2018,Tonetag,Technology,Bangalore,Amazon Inc.  Mastercard,Private Equity,8000000.0
455,30/05/2018,Events High,Consumer Internet,Bangalore,Treebo,Private Equity,0.0
456,30/05/2018,Stellaps,Technology,Bangalore,IndusAge Partners,Private Equity,14000000.0
457,30/05/2018,Stellaps,Technology,Bangalore,Bill & Melinda Gates Foundation,Private Equity,14000000.0
458,30/05/2018,Stellaps,Technology,Bangalore,Qualcomm Venture,Private Equity,14000000.0
459,30/05/2018,Stellaps,Technology,Bangalore,ABB Technology Ventures,Private Equity,14000000.0
460,30/05/2018,Stellaps,Technology,Bangalore,Omnivore,Private Equity,14000000.0
461,30/05/2018,Stellaps,Technology,Bangalore,Blume Ventures,Private Equity,14000000.0
462,30/05/2018,Stellaps,Technology,Bangalore,Venture Highway  BEENEXT,Private Equity,14000000.0
463,31/05/2018,Credright,Consumer Internet,Hyderabad,Accion Venture Lab,Seed/ Angel Funding,1300000.0
464,31/05/2018,Credright,Consumer Internet,Hyderabad,YourNest Venture Capital And Other Angel Investors,Seed/ Angel Funding,1300000.0
465,02/04/2018,Fitternity,Consumer Internet,Mumbai,Exfinity Venture,Private Equity,2000000.0
466,02/04/2018,Fitternity,Consumer Internet,Mumbai,Saha fund Partners,Private Equity,2000000.0
467,02/04/2018,Fitternity,Consumer Internet,Mumbai,Arihant Patni of Patni Family Office,Private Equity,2000000.0
468,02/04/2018,Fitternity,Consumer Internet,Mumbai,Anjali Bansal,Private Equity,2000000.0
469,02/04/2018,Fitternity,Consumer Internet,Mumbai,Shardul Amarchand Mangaldas,Private Equity,2000000.0
470,02/04/2018,Fitternity,Consumer Internet,Mumbai,Satish Khanna  Taparia family office.,Private Equity,2000000.0
471,02/04/2018,Synctag,Technology,Coimbatore,Subhkam Ventures  Mohit Khadaria,Seed / Angel Funding,307600.0
472,02/04/2018,Benepik,Technology,Gurgaon,Vishal Bali,Seed / Angel Funding,0.0
473,02/04/2018,Benepik,Technology,Gurgaon,Yogesh Misra,Seed / Angel Funding,0.0
474,02/04/2018,Benepik,Technology,Gurgaon,Thomas Assessments  others,Seed / Angel Funding,0.0
475,04/04/2018,Varthana,Finance,Bangalore,ChrysCapital,Private Equity,55000000.0
476,04/04/2018,Varthana,Finance,Bangalore,Existing investors,Private Equity,55000000.0
477,04/04/2018,Varthana,Finance,Bangalore,Elevar Equity,Private Equity,55000000.0
478,04/04/2018,Varthana,Finance,Bangalore,LGT Impact,Private Equity,55000000.0
479,04/04/2018,Varthana,Finance,Bangalore,Omidyar Network  Kaizen Private Equity also participated in the round,Private Equity,55000000.0
480,05/04/2018,IndigoLearn,Ed-Tech,Hyderabad,Maheshwar Peri,Seed / Angel Funding,150000.0
481,05/04/2018,IndigoLearn,Ed-Tech,Hyderabad,founder  chairman of career information portal Careers360,Seed / Angel Funding,150000.0
482,05/04/2018,IndigoLearn,Ed-Tech,Hyderabad,Jamshed Jeejeebhoy,Seed / Angel Funding,150000.0
483,05/04/2018,IndigoLearn,Ed-Tech,Hyderabad,director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels,Seed / Angel Funding,150000.0
484,05/04/2018,Vedantu,Ed-Tech,Bangalore,Accel Partners,Private Equity,10000000.0
485,05/04/2018,Vedantu,Ed-Tech,Bangalore,Tiger Global And Others,Private Equity,10000000.0
486,09/04/2018,Kaleidofin,Fiinance,Chennai,Omidyar Network. Blume Ventures  Professor Shlomo Ben-Haim,Seed / Angel Funding,2800000.0
